Temperature_K,SOC,Frequency_Hz,Re_Z,Im_Z,,
263.15,0.5,73374.67970651374,0.010362308363713733,0.00454702,,
263.15,0.5,85659.02153685482,0.010356730124728195,0.005322136,,
263.15,0.5,100000,0.010351510889508354,0.006226286,,
263.15,0.7000000000000001,0.001,0.015553654263882822,-0.001741965,,
263.15,0.7000000000000001,0.001167419,0.015422287235545996,-0.001668057,,
263.15,0.7000000000000001,0.001362868,0.015281204815158909,-0.001595144,,
263.15,0.7000000000000001,0.001591038,0.01513503,-0.001518006,,
263.15,0.7000000000000001,0.001857409,0.014989335772808152,-0.001433616,,
263.15,0.7000000000000001,0.002168375,0.014849678428296549,-0.001341344,,
263.15,0.7000000000000001,0.002531403,0.014720666483048213,-0.001242617,,
263.15,0.7000000000000001,0.002955209,0.014605362739577677,-0.001140194,,
263.15,0.7000000000000001,0.003449968,0.014505141376993968,-0.001037331,,
263.15,0.7000000000000001,0.00402756,0.014419912498545667,-0.000937102,,
263.15,0.7000000000000001,0.004701851,0.014348535841726887,-0.00084197,,
263.15,0.7000000000000001,0.005489032,0.014289265,-0.00075362,,
263.15,0.7000000000000001,0.006408003,0.014240129158359698,-0.000672962,,
263.15,0.7000000000000001,0.007480826,0.014199210325255781,-0.000600258,,
263.15,0.7000000000000001,0.008733262,0.014164816883196334,-0.00053529,,
263.15,0.7000000000000001,0.010195378685327302,0.014135561319179594,-0.000477536,,
263.15,0.7000000000000001,0.011902282,0.014110368588351872,-0.000426324,,
263.15,0.7000000000000001,0.013894954943731374,0.01408844,-0.000380945,,
263.15,0.7000000000000001,0.016221239,0.014069195,-0.000340727,,
263.15,0.7000000000000001,0.018936989,0.014052210759510485,-0.000305073,,
263.15,0.7000000000000001,0.022107407427431246,0.014037167432092263,-0.000273469,,
263.15,0.7000000000000001,0.025808615,0.014023808423488897,-0.000245483,,
263.15,0.7000000000000001,0.030129477247269904,0.014011916266822492,-0.000220741,,
263.15,0.7000000000000001,0.035173735,0.014001300769224234,-0.000198921,,
263.15,0.7000000000000001,0.041062499,0.013991794343523588,-0.00017974,,
263.15,0.7000000000000001,0.047937156455582164,0.013983249812667105,-0.000162948,,
263.15,0.7000000000000001,0.055962764,0.013975538,-0.000148323,,
263.15,0.7000000000000001,0.065332015,0.013968547003321372,-0.000135676,,
263.15,0.7000000000000001,0.076269859,0.013962176534865802,-0.000124839,,
263.15,0.7000000000000001,0.089038909,0.013956339193595891,-0.000115673,,
263.15,0.7000000000000001,0.10394574653722626,0.013950957090314782,-0.00010806,,
263.15,0.7000000000000001,0.12134827677491432,0.013945960662137602,-0.000101905,,
263.15,0.7000000000000001,0.14166432746690208,0.013941287234131254,-9.71E-05,,
